county_UA,date,type,number
Cambridgeshire,2020-04-08,total_cases,278
Camden,2020-03-09,total_cases,4
Camden,2020-03-10,total_cases,5
Camden,2020-03-11,total_cases,7
Camden,2020-03-12,total_cases,11
Camden,2020-03-13,total_cases,13
Camden,2020-03-14,total_cases,19
Camden,2020-03-15,total_cases,22
Camden,2020-03-16,total_cases,22
Camden,2020-03-17,total_cases,20
Camden,2020-03-18,total_cases,30
Camden,2020-03-19,total_cases,36
Camden,2020-03-20,total_cases,46
Camden,2020-03-21,total_cases,51
Camden,2020-03-22,total_cases,53
Camden,2020-03-23,total_cases,60
Camden,2020-03-24,total_cases,64
Camden,2020-03-25,total_cases,71
Camden,2020-03-26,total_cases,85
Camden,2020-03-27,total_cases,99
Camden,2020-03-28,total_cases,115
Camden,2020-03-29,total_cases,119
Camden,2020-03-30,total_cases,127
Camden,2020-03-31,total_cases,143
Camden,2020-04-01,total_cases,212
Camden,2020-04-02,total_cases,225
Camden,2020-04-03,total_cases,244
Camden,2020-04-04,total_cases,263
Camden,2020-04-05,total_cases,289
Camden,2020-04-06,total_cases,298
Camden,2020-04-07,total_cases,321
Camden,2020-04-08,total_cases,343
Central Bedfordshire,2020-03-09,total_cases,0
Central Bedfordshire,2020-03-10,total_cases,0
Central Bedfordshire,2020-03-11,total_cases,0
Central Bedfordshire,2020-03-12,total_cases,0
Central Bedfordshire,2020-03-13,total_cases,0
Central Bedfordshire,2020-03-14,total_cases,1
Central Bedfordshire,2020-03-15,total_cases,3
Central Bedfordshire,2020-03-16,total_cases,4
Central Bedfordshire,2020-03-17,total_cases,6
Central Bedfordshire,2020-03-18,total_cases,6
Central Bedfordshire,2020-03-19,total_cases,7
Central Bedfordshire,2020-03-20,total_cases,8
Central Bedfordshire,2020-03-21,total_cases,11
Central Bedfordshire,2020-03-22,total_cases,14
Central Bedfordshire,2020-03-23,total_cases,19
Central Bedfordshire,2020-03-24,total_cases,22
Central Bedfordshire,2020-03-25,total_cases,24
Central Bedfordshire,2020-03-26,total_cases,28
Central Bedfordshire,2020-03-27,total_cases,42
Central Bedfordshire,2020-03-28,total_cases,48
Central Bedfordshire,2020-03-29,total_cases,56
Central Bedfordshire,2020-03-30,total_cases,60
Central Bedfordshire,2020-03-31,total_cases,78
Central Bedfordshire,2020-04-01,total_cases,81
Central Bedfordshire,2020-04-02,total_cases,99
Central Bedfordshire,2020-04-03,total_cases,99
Central Bedfordshire,2020-04-04,total_cases,116
Central Bedfordshire,2020-04-05,total_cases,132
Central Bedfordshire,2020-04-06,total_cases,144
Central Bedfordshire,2020-04-07,total_cases,164
Central Bedfordshire,2020-04-08,total_cases,173
Cheshire East,2020-03-09,total_cases,0
Cheshire East,2020-03-10,total_cases,0
Cheshire East,2020-03-11,total_cases,0
Cheshire East,2020-03-12,total_cases,0
Cheshire East,2020-03-13,total_cases,0
Cheshire East,2020-03-14,total_cases,1
Cheshire East,2020-03-15,total_cases,1
Cheshire East,2020-03-16,total_cases,0
Cheshire East,2020-03-17,total_cases,7
Cheshire East,2020-03-18,total_cases,8
Cheshire East,2020-03-19,total_cases,9
Cheshire East,2020-03-20,total_cases,9
Cheshire East,2020-03-21,total_cases,11
Cheshire East,2020-03-22,total_cases,18
Cheshire East,2020-03-23,total_cases,18
Cheshire East,2020-03-24,total_cases,25
Cheshire East,2020-03-25,total_cases,30
Cheshire East,2020-03-26,total_cases,31
Cheshire East,2020-03-27,total_cases,35
Cheshire East,2020-03-28,total_cases,42
Cheshire East,2020-03-29,total_cases,54
Cheshire East,2020-03-30,total_cases,61
Cheshire East,2020-03-31,total_cases,74
Cheshire East,2020-04-01,total_cases,76
Cheshire East,2020-04-02,total_cases,102
Cheshire East,2020-04-03,total_cases,111
Cheshire East,2020-04-04,total_cases,144
Cheshire East,2020-04-05,total_cases,171
Cheshire East,2020-04-06,total_cases,196
Cheshire East,2020-04-07,total_cases,209
Cheshire East,2020-04-08,total_cases,226
Cheshire West and Chester,2020-03-09,total_cases,0
Cheshire West and Chester,2020-03-10,total_cases,0
Cheshire West and Chester,2020-03-11,total_cases,0
Cheshire West and Chester,2020-03-12,total_cases,2
Cheshire West and Chester,2020-03-13,total_cases,3
Cheshire West and Chester,2020-03-14,total_cases,3
Cheshire West and Chester,2020-03-15,total_cases,4
Cheshire West and Chester,2020-03-16,total_cases,4
Cheshire West and Chester,2020-03-17,total_cases,5
Cheshire West and Chester,2020-03-18,total_cases,5
Cheshire West and Chester,2020-03-19,total_cases,7
Cheshire West and Chester,2020-03-20,total_cases,10
Cheshire West and Chester,2020-03-21,total_cases,10
Cheshire West and Chester,2020-03-22,total_cases,11
Cheshire West and Chester,2020-03-23,total_cases,16
Cheshire West and Chester,2020-03-24,total_cases,18
Cheshire West and Chester,2020-03-25,total_cases,18
Cheshire West and Chester,2020-03-26,total_cases,24
Cheshire West and Chester,2020-03-27,total_cases,25
Cheshire West and Chester,2020-03-28,total_cases,31
Cheshire West and Chester,2020-03-29,total_cases,34
Cheshire West and Chester,2020-03-30,total_cases,45
Cheshire West and Chester,2020-03-31,total_cases,54
Cheshire West and Chester,2020-04-01,total_cases,65
Cheshire West and Chester,2020-04-02,total_cases,97
Cheshire West and Chester,2020-04-03,total_cases,116
Cheshire West and Chester,2020-04-04,total_cases,149
Cheshire West and Chester,2020-04-05,total_cases,167
Cheshire West and Chester,2020-04-06,total_cases,200
Cheshire West and Chester,2020-04-07,total_cases,227
Cheshire West and Chester,2020-04-08,total_cases,261
Cornwall and Isles of Scilly,2020-03-09,total_cases,4
Cornwall and Isles of Scilly,2020-03-10,total_cases,4
Cornwall and Isles of Scilly,2020-03-11,total_cases,5
Cornwall and Isles of Scilly,2020-03-12,total_cases,5
Cornwall and Isles of Scilly,2020-03-13,total_cases,5
Cornwall and Isles of Scilly,2020-03-14,total_cases,4
Cornwall and Isles of Scilly,2020-03-15,total_cases,5
Cornwall and Isles of Scilly,2020-03-16,total_cases,8
Cornwall and Isles of Scilly,2020-03-17,total_cases,10
Cornwall and Isles of Scilly,2020-03-18,total_cases,10
Cornwall and Isles of Scilly,2020-03-19,total_cases,10
Cornwall and Isles of Scilly,2020-03-20,total_cases,16
Cornwall and Isles of Scilly,2020-03-21,total_cases,20
Cornwall and Isles of Scilly,2020-03-22,total_cases,20
Cornwall and Isles of Scilly,2020-03-23,total_cases,25
Cornwall and Isles of Scilly,2020-03-24,total_cases,30
Cornwall and Isles of Scilly,2020-03-25,total_cases,37
Cornwall and Isles of Scilly,2020-03-26,total_cases,43
Cornwall and Isles of Scilly,2020-03-27,total_cases,48
Cornwall and Isles of Scilly,2020-03-28,total_cases,56
Cornwall and Isles of Scilly,2020-03-29,total_cases,64
Cornwall and Isles of Scilly,2020-03-30,total_cases,69
Cornwall and Isles of Scilly,2020-03-31,total_cases,81
Cornwall and Isles of Scilly,2020-04-01,total_cases,99
Cornwall and Isles of Scilly,2020-04-02,total_cases,114
Cornwall and Isles of Scilly,2020-04-03,total_cases,125
Cornwall and Isles of Scilly,2020-04-04,total_cases,149
Cornwall and Isles of Scilly,2020-04-05,total_cases,187
Cornwall and Isles of Scilly,2020-04-06,total_cases,198
Cornwall and Isles of Scilly,2020-04-07,total_cases,198
Cornwall and Isles of Scilly,2020-04-08,total_cases,224
County Durham,2020-03-09,total_cases,0
County Durham,2020-03-10,total_cases,1
County Durham,2020-03-11,total_cases,1
County Durham,2020-03-12,total_cases,1
County Durham,2020-03-13,total_cases,1
County Durham,2020-03-14,total_cases,1
County Durham,2020-03-15,total_cases,1
County Durham,2020-03-16,total_cases,1
County Durham,2020-03-17,total_cases,1
County Durham,2020-03-18,total_cases,3
County Durham,2020-03-19,total_cases,5
County Durham,2020-03-20,total_cases,7
County Durham,2020-03-21,total_cases,11
County Durham,2020-03-22,total_cases,11
County Durham,2020-03-23,total_cases,14
County Durham,2020-03-24,total_cases,18
County Durham,2020-03-25,total_cases,25
County Durham,2020-03-26,total_cases,29
County Durham,2020-03-27,total_cases,56
County Durham,2020-03-28,total_cases,69
County Durham,2020-03-29,total_cases,81
County Durham,2020-03-30,total_cases,100
County Durham,2020-03-31,total_cases,120
County Durham,2020-04-01,total_cases,131
County Durham,2020-04-02,total_cases,165
County Durham,2020-04-03,total_cases,198
County Durham,2020-04-04,total_cases,199
County Durham,2020-04-05,total_cases,260
County Durham,2020-04-06,total_cases,292
County Durham,2020-04-07,total_cases,303
County Durham,2020-04-08,total_cases,410
Coventry,2020-03-09,total_cases,2
Coventry,2020-03-10,total_cases,3
Coventry,2020-03-11,total_cases,3
Coventry,2020-03-12,total_cases,3
Coventry,2020-03-13,total_cases,3
Coventry,2020-03-14,total_cases,3
Coventry,2020-03-15,total_cases,2
Coventry,2020-03-16,total_cases,3
Coventry,2020-03-17,total_cases,3
Coventry,2020-03-18,total_cases,4
Coventry,2020-03-19,total_cases,4
Coventry,2020-03-20,total_cases,7
Coventry,2020-03-21,total_cases,9
Coventry,2020-03-22,total_cases,14
Coventry,2020-03-23,total_cases,19
Coventry,2020-03-24,total_cases,24
Coventry,2020-03-25,total_cases,25
Coventry,2020-03-26,total_cases,35
Coventry,2020-03-27,total_cases,47
Coventry,2020-03-28,total_cases,54
Coventry,2020-03-29,total_cases,79
Coventry,2020-03-30,total_cases,101
Coventry,2020-03-31,total_cases,108
Coventry,2020-04-01,total_cases,127
Coventry,2020-04-02,total_cases,155
Coventry,2020-04-03,total_cases,188
Coventry,2020-04-04,total_cases,215
Coventry,2020-04-05,total_cases,246
Coventry,2020-04-06,total_cases,263
Coventry,2020-04-07,total_cases,277
Coventry,2020-04-08,total_cases,295
Croydon,2020-03-09,total_cases,0
Croydon,2020-03-10,total_cases,1
Croydon,2020-03-11,total_cases,1
Croydon,2020-03-12,total_cases,1
Croydon,2020-03-13,total_cases,1
Croydon,2020-03-14,total_cases,1
Croydon,2020-03-15,total_cases,2
Croydon,2020-03-16,total_cases,4
Croydon,2020-03-17,total_cases,6
Croydon,2020-03-18,total_cases,32
Croydon,2020-03-19,total_cases,49
Croydon,2020-03-20,total_cases,68
Croydon,2020-03-21,total_cases,81
Croydon,2020-03-22,total_cases,84
Croydon,2020-03-23,total_cases,85
Croydon,2020-03-24,total_cases,128
Croydon,2020-03-25,total_cases,163
Croydon,2020-03-26,total_cases,181
Croydon,2020-03-27,total_cases,219
Croydon,2020-03-28,total_cases,261
Croydon,2020-03-29,total_cases,289
Croydon,2020-03-30,total_cases,313
Croydon,2020-03-31,total_cases,344
Croydon,2020-04-01,total_cases,380
Croydon,2020-04-02,total_cases,437
Croydon,2020-04-03,total_cases,497
Croydon,2020-04-04,total_cases,515
Croydon,2020-04-05,total_cases,558
Croydon,2020-04-06,total_cases,620
Croydon,2020-04-07,total_cases,689
Croydon,2020-04-08,total_cases,763
Cumbria,2020-03-09,total_cases,5
Cumbria,2020-03-10,total_cases,7
Cumbria,2020-03-11,total_cases,7
Cumbria,2020-03-12,total_cases,7
Cumbria,2020-03-13,total_cases,8
Cumbria,2020-03-14,total_cases,9
Cumbria,2020-03-15,total_cases,10
Cumbria,2020-03-16,total_cases,10
Cumbria,2020-03-17,total_cases,22
Cumbria,2020-03-18,total_cases,34
Cumbria,2020-03-19,total_cases,38
Cumbria,2020-03-20,total_cases,52
Cumbria,2020-03-21,total_cases,57
Cumbria,2020-03-22,total_cases,79
Cumbria,2020-03-23,total_cases,110
Cumbria,2020-03-24,total_cases,129
Cumbria,2020-03-25,total_cases,145
Cumbria,2020-03-26,total_cases,176
Cumbria,2020-03-27,total_cases,211
Cumbria,2020-03-28,total_cases,238
Cumbria,2020-03-29,total_cases,292
Cumbria,2020-03-30,total_cases,340
Cumbria,2020-03-31,total_cases,380
Cumbria,2020-04-01,total_cases,425
Cumbria,2020-04-02,total_cases,512
Cumbria,2020-04-03,total_cases,564
Cumbria,2020-04-04,total_cases,629
Cumbria,2020-04-05,total_cases,698
Cumbria,2020-04-06,total_cases,753
Cumbria,2020-04-07,total_cases,804
Cumbria,2020-04-08,total_cases,864
Darlington,2020-03-09,total_cases,0
Darlington,2020-03-10,total_cases,0
Darlington,2020-03-11,total_cases,0
Darlington,2020-03-12,total_cases,0
Darlington,2020-03-13,total_cases,0
Darlington,2020-03-14,total_cases,2
Darlington,2020-03-15,total_cases,2
Darlington,2020-03-16,total_cases,2
Darlington,2020-03-17,total_cases,1
Darlington,2020-03-18,total_cases,2
Darlington,2020-03-19,total_cases,2
Darlington,2020-03-20,total_cases,2
Darlington,2020-03-21,total_cases,3
Darlington,2020-03-22,total_cases,3
Darlington,2020-03-23,total_cases,3
Darlington,2020-03-24,total_cases,3
Darlington,2020-03-25,total_cases,4
Darlington,2020-03-26,total_cases,5
Darlington,2020-03-27,total_cases,11
Darlington,2020-03-28,total_cases,14
Darlington,2020-03-29,total_cases,15
Darlington,2020-03-30,total_cases,16
Darlington,2020-03-31,total_cases,23
Darlington,2020-04-01,total_cases,24
Darlington,2020-04-02,total_cases,30
Darlington,2020-04-03,total_cases,32
Darlington,2020-04-04,total_cases,32
Darlington,2020-04-05,total_cases,45
Darlington,2020-04-06,total_cases,52
Darlington,2020-04-07,total_cases,55
Darlington,2020-04-08,total_cases,77
Derby,2020-03-09,total_cases,0
Derby,2020-03-10,total_cases,0
Derby,2020-03-11,total_cases,1
Derby,2020-03-12,total_cases,1
Derby,2020-03-13,total_cases,1
Derby,2020-03-14,total_cases,3
Derby,2020-03-15,total_cases,5
Derby,2020-03-16,total_cases,4
Derby,2020-03-17,total_cases,0
Derby,2020-03-18,total_cases,11
Derby,2020-03-19,total_cases,9
Derby,2020-03-20,total_cases,12
Derby,2020-03-21,total_cases,18
Derby,2020-03-22,total_cases,23
Derby,2020-03-23,total_cases,23
Derby,2020-03-24,total_cases,37
Derby,2020-03-25,total_cases,40
Derby,2020-03-26,total_cases,58
Derby,2020-03-27,total_cases,77
Derby,2020-03-28,total_cases,100
Derby,2020-03-29,total_cases,105
Derby,2020-03-30,total_cases,118
Derby,2020-03-31,total_cases,122
Derby,2020-04-01,total_cases,143
Derby,2020-04-02,total_cases,167
Derby,2020-04-03,total_cases,187
Derby,2020-04-04,total_cases,194
Derby,2020-04-05,total_cases,239
Derby,2020-04-06,total_cases,263
Derby,2020-04-07,total_cases,263
Derby,2020-04-08,total_cases,300
Derbyshire,2020-03-09,total_cases,4
Derbyshire,2020-03-10,total_cases,4
Derbyshire,2020-03-11,total_cases,4
Derbyshire,2020-03-12,total_cases,4
Derbyshire,2020-03-13,total_cases,4
Derbyshire,2020-03-14,total_cases,9
Derbyshire,2020-03-15,total_cases,11
Derbyshire,2020-03-16,total_cases,12
Derbyshire,2020-03-17,total_cases,5
Derbyshire,2020-03-18,total_cases,27
Derbyshire,2020-03-19,total_cases,40
Derbyshire,2020-03-20,total_cases,50
Derbyshire,2020-03-21,total_cases,64
Derbyshire,2020-03-22,total_cases,75
Derbyshire,2020-03-23,total_cases,82
Derbyshire,2020-03-24,total_cases,101
Derbyshire,2020-03-25,total_cases,110
Derbyshire,2020-03-26,total_cases,139
Derbyshire,2020-03-27,total_cases,170
Derbyshire,2020-03-28,total_cases,194
Derbyshire,2020-03-29,total_cases,210
Derbyshire,2020-03-30,total_cases,225
Derbyshire,2020-03-31,total_cases,257
Derbyshire,2020-04-01,total_cases,307
Derbyshire,2020-04-02,total_cases,342
Derbyshire,2020-04-03,total_cases,383
Derbyshire,2020-04-04,total_cases,398
Derbyshire,2020-04-05,total_cases,452
Derbyshire,2020-04-06,total_cases,494
Derbyshire,2020-04-07,total_cases,501
Derbyshire,2020-04-08,total_cases,555
Devon,2020-03-09,total_cases,12
Devon,2020-03-10,total_cases,13
Devon,2020-03-11,total_cases,13
Devon,2020-03-12,total_cases,13
Devon,2020-03-13,total_cases,14
Devon,2020-03-14,total_cases,14
Devon,2020-03-15,total_cases,15
Devon,2020-03-16,total_cases,20
Devon,2020-03-17,total_cases,24
Devon,2020-03-18,total_cases,25
Devon,2020-03-19,total_cases,26
Devon,2020-03-20,total_cases,30
Devon,2020-03-21,total_cases,42
Devon,2020-03-22,total_cases,43
Devon,2020-03-23,total_cases,46
Devon,2020-03-24,total_cases,48
Devon,2020-03-25,total_cases,50
Devon,2020-03-26,total_cases,55
Devon,2020-03-27,total_cases,65
Devon,2020-03-28,total_cases,84
Devon,2020-03-29,total_cases,91
Devon,2020-03-30,total_cases,101
Devon,2020-03-31,total_cases,121
Devon,2020-04-01,total_cases,128
Devon,2020-04-02,total_cases,147
Devon,2020-04-03,total_cases,163
Devon,2020-04-04,total_cases,181
Devon,2020-04-05,total_cases,207
Devon,2020-04-06,total_cases,229
Devon,2020-04-07,total_cases,236
Devon,2020-04-08,total_cases,250
Doncaster,2020-03-09,total_cases,0
Doncaster,2020-03-10,total_cases,0
Doncaster,2020-03-11,total_cases,0
Doncaster,2020-03-12,total_cases,0
Doncaster,2020-03-13,total_cases,0
Doncaster,2020-03-14,total_cases,2
Doncaster,2020-03-15,total_cases,2
Doncaster,2020-03-16,total_cases,2
Doncaster,2020-03-17,total_cases,0
Doncaster,2020-03-18,total_cases,3
Doncaster,2020-03-19,total_cases,2
Doncaster,2020-03-20,total_cases,3
Doncaster,2020-03-21,total_cases,5
Doncaster,2020-03-22,total_cases,7
Doncaster,2020-03-23,total_cases,9
Doncaster,2020-03-24,total_cases,13
Doncaster,2020-03-25,total_cases,15
Doncaster,2020-03-26,total_cases,21
Doncaster,2020-03-27,total_cases,24
Doncaster,2020-03-28,total_cases,38
Doncaster,2020-03-29,total_cases,44
Doncaster,2020-03-30,total_cases,49
Doncaster,2020-03-31,total_cases,56
Doncaster,2020-04-01,total_cases,79
Doncaster,2020-04-02,total_cases,95
Doncaster,2020-04-03,total_cases,116
Doncaster,2020-04-04,total_cases,117
Doncaster,2020-04-05,total_cases,137
Doncaster,2020-04-06,total_cases,144
Doncaster,2020-04-07,total_cases,144
Doncaster,2020-04-08,total_cases,168
Dorset,2020-03-09,total_cases,0
Dorset,2020-03-10,total_cases,0
Dorset,2020-03-11,total_cases,0
Dorset,2020-03-12,total_cases,0
Dorset,2020-03-13,total_cases,1
Dorset,2020-03-14,total_cases,1
Dorset,2020-03-15,total_cases,1
Dorset,2020-03-16,total_cases,2
Dorset,2020-03-17,total_cases,2
Dorset,2020-03-18,total_cases,5
Dorset,2020-03-19,total_cases,7
Dorset,2020-03-20,total_cases,7
Dorset,2020-03-21,total_cases,8
Dorset,2020-03-22,total_cases,11
Dorset,2020-03-23,total_cases,14
Dorset,2020-03-24,total_cases,15
Dorset,2020-03-25,total_cases,23
Dorset,2020-03-26,total_cases,25
Dorset,2020-03-27,total_cases,29
Dorset,2020-03-28,total_cases,30
Dorset,2020-03-29,total_cases,36
Dorset,2020-03-30,total_cases,45
Dorset,2020-03-31,total_cases,54
Dorset,2020-04-01,total_cases,62
Dorset,2020-04-02,total_cases,73
Dorset,2020-04-03,total_cases,80
Dorset,2020-04-04,total_cases,91
Dorset,2020-04-05,total_cases,95
Dorset,2020-04-06,total_cases,126
Dorset,2020-04-07,total_cases,126
Dorset,2020-04-08,total_cases,136
Dudley,2020-03-09,total_cases,1
Dudley,2020-03-10,total_cases,1
Dudley,2020-03-11,total_cases,1
Dudley,2020-03-12,total_cases,1
Dudley,2020-03-13,total_cases,4
Dudley,2020-03-14,total_cases,4
Dudley,2020-03-15,total_cases,4
Dudley,2020-03-16,total_cases,6
Dudley,2020-03-17,total_cases,9
Dudley,2020-03-18,total_cases,10
Dudley,2020-03-19,total_cases,11
Dudley,2020-03-20,total_cases,18
Dudley,2020-03-21,total_cases,19
Dudley,2020-03-22,total_cases,24
Dudley,2020-03-23,total_cases,26
Dudley,2020-03-24,total_cases,40
Dudley,2020-03-25,total_cases,51
Dudley,2020-03-26,total_cases,60
Dudley,2020-03-27,total_cases,81
Dudley,2020-03-28,total_cases,83
Dudley,2020-03-29,total_cases,122
Dudley,2020-03-30,total_cases,136
Dudley,2020-03-31,total_cases,149
Dudley,2020-04-01,total_cases,157
Dudley,2020-04-02,total_cases,194
Dudley,2020-04-03,total_cases,226
Dudley,2020-04-04,total_cases,249
Dudley,2020-04-05,total_cases,283
Dudley,2020-04-06,total_cases,296
Dudley,2020-04-07,total_cases,309
Dudley,2020-04-08,total_cases,341
Ealing,2020-03-09,total_cases,5
Ealing,2020-03-10,total_cases,5
Ealing,2020-03-11,total_cases,5
Ealing,2020-03-12,total_cases,5
Ealing,2020-03-13,total_cases,8
